access,dim,artist_period,made,prov,title,nationality,artist,image_url
P.1972.08.162,Sheet: 12-1/2 x 11-1/2 in. (31.75 x 29.21 cm.); Image: 9 x 9-3/4 in (22.86 x 24.77 cm.),1932-,1970,"Norton Simon Museum, Anonymous Gift","Air Land Sea IV: The Great Southeastern,",American,William Richard Crutchfield,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.162
P.1972.08.161,Sheet: 12-1/2 x 11-1/2 in. (31.75 x 29.21 cm.); Image: 8.75 x 8.75 in. (22.23 x 22.23 cm.),1932-,1970,"Norton Simon Museum, Anonymous Gift, 1972","Air Land Sea III: Formation Flying,",American,William Richard Crutchfield,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.161
P.1972.08.160,Sheet: 12-1/2 x 11-1/2 in. (31.75 x 29.21 cm.); 8-3/4 x 5 in. (22.23 x 12.7 cm.),1932-,1970,"Norton Simon Museum, Anonymous Gift, 1972","Air Land Sea II: 2-8-4 Flyer,",American,William Richard Crutchfield,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.160
P.1972.08.159,Sheet: 12 1/2 x 11 1/2 in.(31.75 x 29.21 cm.); Image: 10 1/2 x 9 1/2 in. (26.67 x 24.13 cm.),1932-,1970,"Norton Simon Museum, Anonymous Gift, 1972","Air Land Sea I: Playground,",American,William Richard Crutchfield,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.159
P.1972.08.164,Sheet: 12-1/2 x 11-1/2 in. (31.75 x 29.21 cm.); Image: (24.77 x 20.32 cm.),1932-,1970,"Norton Simon Museum, Anonymous Gift, 1972","Air Land Sea Alphabet,",American,William Richard Crutchfield,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.164
PH.1971.147,Image: 9-3/8 x 7-3/8 in. (23.8 x 18.7 cm),1883-1976,1920s (printed 1971),"Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection","Plant Form,",American,Imogen Cunningham,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.147
PH.1971.148,Image: 9-3/8 x 7-1/2 in. (23.8 x 19.1 cm),1883-1976,c. 1925 (printed 1971),"Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection","Magnolia Bud,",American,Imogen Cunningham,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.148
PH.1970.031,Image: 8 x 7-5/8 in. (20.3 x 19.4 cm),1883-1976,1970,"Norton Simon Museum, Gift of the Artist","Warning,",American,Imogen Cunningham,
PH.1971.140,Image: 8-3/4 x 11 in. (22.2 x 27.9 cm),1883-1976,1925 (printed 1971),"Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection","Magnolia Blossom,",American,Imogen Cunningham,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.140
P.1972.08.171,Sheet: 12-1/2 x 11-1/2 in. (31.75 x 29.21 cm.); Image: 8-1/2 x 8 in. (21.59 x 20.32 cm.),1932-,1970,"Norton Simon Museum, Anonymous Gift, 1972","Air Land Sea XII: Narrow-Gauge Valley,",American,William Richard Crutchfield,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.171
PH.1971.143,Image: 9-3/8 x 8-1/2 in. (23.8 x 21.6 cm),1883-1976,1927 (printed 1971),"Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection","Glacial Lily (False Hellebore),",American,Imogen Cunningham,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.143
PH.1971.144,Image: 11-3/8 x 8-7/8 in. (28.9 x 22.5 cm),1883-1976,1920s (printed 1971),"Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection","Colletia Cruciata,",American,Imogen Cunningham,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.144
PH.1971.150,Image: 9-1/2 x 7-3/8 in. (24.1 x 18.7 cm),1883-1976,1920s (printed 1971),"Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection","Calla Leaves,",American,Imogen Cunningham,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.150
PH.1971.139,Image: 10-5/8 x 8-3/4 in. (27.0 x 22.2 cm),1883-1976,c. 1920 (printed 1971),"Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection","Calla (Calla Lilly),",American,Imogen Cunningham,
M.1977.02.34.S,18-1/4 x 7-1/4 x 11 in. (46.4 x 18.4 x 28.0 cm),1834-1917,1900-10,Norton Simon Art Foundation,"Dancer Looking at the Sole of Her Right Foot,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.34.S
PH.1971.146,Image: 9-1/8 x 7-1/8 in. (23.2 x 18.1 cm),1883-1976,1920s (printed 1971),"Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection","Black Lily,",American,Imogen Cunningham,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.146
PH.1971.142,Image: 7-7/8 x 9-1/2 in. (20.0 x 24.1 cm),1883-1976,1920s (printed 1971),"Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection","Black Lily,",American,Imogen Cunningham,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.142
PH.1971.149,Image: 9-1/2 x 7-1/8 in. (24.1 x 18.1 cm),1883-1976,1920s (printed 1971),"Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection","Black and White Lilies,",American,Imogen Cunningham,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.149
P.1972.08.244,Sheet: 30 x 22 in. (76.2 x 55.88 cm.),1932-,1970,"Norton Simon Museum, Anonymous Gift, 1972","Tamarind-Tanic,",American,William Richard Crutchfield,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.244
P.1972.08.243,Sheet: 20 x 32 in. (50.8 x 81.28 cm.),1932-,1970,"Norton Simon Museum, Anonymous Gift, 1972","Eucalyptus II,",American,William Richard Crutchfield,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.243
PH.1971.145,Image: 9-7/16 x 7-7/16 in. (24 x 18.9 cm),1883-1976,1920s (printed 1971),"Norton Simon Museum, Gift of the Artist to the Blue Four Galka Scheyer Collection","Agave,",American,Imogen Cunningham,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.145
PH.1971.137,9-9/16 x 15-3/8 in. (24.3 x 39.1 cm),1935-,1968,"Norton Simon Museum, Gift of the Artist","Batmobile,",American,Darryl J. Curran,http://images.nortonsimon.org/viewer/index.php?id=PH.1971.137
PH.1969.18,Image: 9-3/8 x 7-5/16 in. (23.8 x 18.6 cm),1941-,1968,"Norton Simon Museum, Gift of the Artist","Anna, Pregnant,",American,Judy Dater,http://images.nortonsimon.org/viewer/index.php?id=PH.1969.18
P.1977.11.01-26,each:  9-1/4 x 7-1/4 in. (23.5 x 18.4 cm),1808-1879,1840-42,"Norton Simon Museum, Gift of Mr. Norton Simon","Les Bohémiens de Paris,",French,Honoré Daumier,
M.1977.02.31.S,18-3/16 x 11-1/4 x 8 in. (47.8 x 28.6 x 20.3 cm),1834-1917,1900-10,Norton Simon Art Foundation,"Dancer Looking at the Sole of Her Right Foot,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.31.S
F.1983.18.P,25-1/4 x 19-1/4 in. (64.1 x 48.9 cm),1834-1917,c. 1898,The Norton Simon Foundation,"Dancer in Green,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=F.1983.18.P
M.1977.02.29.S,20-1/2 x 15-13/16 x 6-5/16 (52.1 x 40.1 x 16 cm),1834-1917,1900-10,Norton Simon Art Foundation,"Dancer Holding Her Right Foot in Her Right Hand,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.29.S
M.1977.02.28.S,21-1/8 x 15-3/16 x 6-15/16 in. ( 53.7 x 38.6 x 17.7 cm),1834-1917,1900-10,Norton Simon Art Foundation,"Dancer Holding Her Right Foot in Her Right Hand,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.28.S
M.1977.02.14.S,16-7/8 x 6-1/8 x 6-7/16 in. (43.0 x 15.5 x 16.3 cm),1834-1917,1885-90,Norton Simon Art Foundation,"Dancer Fastening the String of Her Tights,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.14.S
M.1977.02.17.S,13-15/16 x 6-13/16 x 6 in. (35.4 x 17.3 x 15.2 cm),1834-1917,c.1883-88,Norton Simon Art Foundation,"Dancer Moving Forward, Arms Raised,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.17.S
M.1977.02.25.S,8-7/8 x 4-1/2 x 6-1/2 in. (22.5 x 11.4 x 16.5 cm),1834-1917,c. 1885,Norton Simon Art Foundation,"Dancer Bowing,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.25.S
M.1977.02.20.S,15-1/16 x 8-3/4 x 4-1/8 in. (38.3 x 22.2 x 10.5 cm),1834-1917,c.1878,Norton Simon Art Foundation,"Dancer at Rest, Hands on Her Hips, Left Leg Forward,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.20.S
M.1977.02.23.S,17-1/2 x 10-1/4 x 5-5/16 in. (44.5 x 25.9 x 13.5 cm),1834-1917,1882-95,Norton Simon Art Foundation,"Dancer at Rest, Hands Behind Her Back, Right Leg Forward,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.23.S
M.1977.02.24.S,8-5/8 x 5 x 4-11/16 in. (21.9 x 12.7 x 12.0 cm),1834-1917,1882-95,Norton Simon Art Foundation,"Dancer Bowing,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.24.S
M.1977.02.61.S,7-15/16 x 7-1/4 x 5-9/16 in. (20.2 x 18.5 x 14.1 cm),1834-1917,c.1896,Norton Simon Art Foundation,"Woman Washing Her Left Leg,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.61.S
M.1977.02.60.S,5-3/4 x 5-15/16 x 4-13/16 in. (14.6 x 15.1 x 12.2 cm),1834-1917,c.1896,Norton Simon Art Foundation,"Woman Washing Her Left Leg,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.60.S
M.1977.02.58.S,16-1/8 in. (41.0 cm),1834-1917,c.1896,Norton Simon Art Foundation,"Woman Taken Unawares,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.58.S
M.1977.02.63.S,14-5/8 x 6-1/2 x 6 in. (37.1 x 16.5 x 15.2 cm),1834-1917,1896-1911,Norton Simon Art Foundation,"Woman Stretching,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.63.S
M.1977.02.55.S,12-3/4 x 9-1/2 x 12-3/8 in. (32.4 x 24.1 x 31.4 cm),1834-1917,1900-12,Norton Simon Art Foundation,"Woman Seated in an Arm-Chair Wiping Her Neck,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.55.S
M.1977.02.57.S,12-7/8 x 7-5/8 x 13-1/4 in. (32.7 x 19.3 x 33.7 cm),1834-1917,1896-1911,Norton Simon Art Foundation,"Woman Seated in an Arm-Chair Wiping Her Left Armpit,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.57.S
M.1977.02.18.S,26 x 12-1/2 x 9-1/16 in. (66.0 x 31.8 x 22.9 cm),1834-1917,1882-95,Norton Simon Art Foundation,"Dancer Moving Forward, Arms Raised, Right Leg Forward,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.18.S
M.1977.02.52.S,17-3/8 x 10-5/8 x 7-1/8 in. (44.1 x 27.0 x 18.2 cm),1834-1917,1896-1911,Norton Simon Art Foundation,"Woman Rubbing Her Back with a Sponge, Torso,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.52.S
P.1969.092.300,Paper: 22 x 15 in (55.9 x 38.1 cm),1932-,1967,"Norton Simon Museum, Anonymous Gift, 1969","Fourteen Stations of the Cross,",American,Robert Cremean,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.300
PH.1969.84,Image: 6-1/8 x 13-3/4 in. (15.6 x 34.9 cm),1928-,1968,"Norton Simon Museum, Gift of the Artist","Shadow People,",American,Barbara Crane,http://images.nortonsimon.org/viewer/index.php?id=PH.1969.84
M.1991.1.P,75 x 27-1/2 in. (190.5 x 69.9 cm),1472-1553,c. 1530,Norton Simon Art Foundation,"Eve,",German,Lucas Cranach the Elder,http://images.nortonsimon.org/viewer/index.php?id=M.1991.1.P
M.1979.63.01-13.G,(12): 12-1/4 x 7-3/8 in. (31.1 x 18.7 cm); (1): 13-1/8 x 7-3/8 in. (33.3 x 18.7 cm),1472-1553,1510-15,Norton Simon Art Foundation,"Christ and the Twelve Apostles,",German,Lucas Cranach the Elder,
M.1968.25.P,34-7/8 x 37-3/4 in. (88.6 x 95.9 cm),1834-1917,1895,Norton Simon Art Foundation,"Dancers in the Rotunda at the Paris Opera,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1968.25.P
P.1966.07.158,Sheet: 24 x 18 in. (60.96 x 45.72 cm.),1942-1991,1965,"Norton Simon Museum, Anonymous Gift, 1966","Shrine Shrine,",American,Steven Cortright,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.158
F.1969.05.1.P,28-1/2 x 15-1/4 in. (72.4 x 38.7 cm),1834-1917,c. 1886,The Norton Simon Foundation,"Dancers in Pink,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=F.1969.05.1.P
F.1973.27.P,18-3/8 x 27 in. (46.7 x 68.6 cm),1796-1875,1835-1845,The Norton Simon Foundation,"View of Venice: The Piazzetta Seen from the Riva degli Schiavoni,",French,Jean-Baptiste Camille Corot,http://images.nortonsimon.org/viewer/index.php?id=F.1973.27.P
M.1975.13.1.P,18-1/4 x 14-5/8 in. (46.4 x 37.2 cm),1796-1875,1865-1875,Norton Simon Art Foundation,"The Cicada,",French,Jean-Baptiste Camille Corot,http://images.nortonsimon.org/viewer/index.php?id=M.1975.13.1.P
P.1965.010.41,sheet: 22-3/8 x 30 in. (56.8 x 76.2 cm),1919-1996,1964,"Norton Simon Museum, Anonymous Gift, 1965","Start Thinking,",American,William Nelson Copley,http://images.nortonsimon.org/viewer/index.php?id=P.1965.010.41
P.1965.010.42,sheet: 13 x 17-1/8 in. (33 x 43.5 cm),1919-1996,1964,"Norton Simon Museum, Anonymous Gift, 1965","Gin Sin,",American,William Nelson Copley,http://images.nortonsimon.org/viewer/index.php?id=P.1965.010.42
P.1967.20.065,Sheet: 20 x 17 1/4 (50.8 x 43.82 cm.),1933-2008,1965,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,Bruce Conner,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.065
P.1972.08.242,Sheet: 24 x 36 in. (60.96 x 91.44 cm),1933-,1970,"Norton Simon Museum, Anonymous Gift, 1972","New Mexico No. 3,",English,Bernard Cohen,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.242
P.1972.08.241,Sheet: 24 x 36 in. (60.96 x 91.44 cm),1933-,1970,"Norton Simon Museum, Anonymous Gift, 1972","New Mexico No. 2,",English,Bernard Cohen,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.241
P.1967.20.076,Sheet: 41 x 29 in. (104.14 x 73.66 cm.); 1 1/4 x 1 1/4 in. (3.18 x 3.18 cm.),1933-2008,1965,"Norton Simon Museum, Anonymous Gift, 1967","Thumb Print,",American,Bruce Conner,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.076
P.1967.20.073,Shhet: 7 1/2 x 17 1/2 in. (19.05 x 44.45 cm.),1933-2008,1965,"Norton Simon Museum, Anonymous Gift, 1967","This Space Reserved for June Wayne,",American,Bruce Conner,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.073
P.1967.20.071,Sheet: 14-1/2 x 19-1/2 in. (36.83 x 49.53 cm.),1933-2008,1965,"Norton Simon Museum, Anonymous Gift, 1967","Sunset Strip,",American,Bruce Conner,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.071
P.1969.092.301,Paper: 22 x 15 in (55.9 x 38.1 cm),1932-,1967,"Norton Simon Museum, Anonymous Gift, 1969","Fourteen Stations of the Cross,",American,Robert Cremean,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.301
P.1967.20.067,Sheet: 26 x 22 1/2 in. (66.04 x 57.15 cm.),1933-2008,1965,"Norton Simon Museum, Anonymous Gift, 1967","Rain,",American,Bruce Conner,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.067
P.1963.36.09,56 x 40-3/4 x 6-1/2 in. (142.2 x 103.5 x 16.5 cm),1933-2008,"1959, 1999","Norton Simon Museum, Museum Purchase","HOMAGE TO MINNIE MOUSE,",American,Bruce Conner,http://images.nortonsimon.org/viewer/index.php?id=P.1963.36.09
P.1967.20.069,Sheet: 14 3/4 x 23 1/2 in. (37.47 x 59.69 cm.),1933-2008,1965,"Norton Simon Museum, Anonymous Gift, 1967","Green Line,",American,Bruce Conner,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.069
M.1977.06.P,27-1/4 x 19-3/4 in. (69.2 x 50.2 cm),1834-1917,c. 1876-1878,Norton Simon Art Foundation,"Dancers in the Wings,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.06.P
P.1969.005,32 x 70-3/4 x 27 in. (81.3 x 179.7 x 68.6 cm),1933-2008,1963,"Norton Simon Museum, Museum Purchase with funds donated by Mr. David H. Steinmetz III and an Anonymous Foundation","COUCH,",American,Bruce Conner,http://images.nortonsimon.org/viewer/index.php?id=P.1969.005
P.1967.20.074,Sheet: 21 1/2 x 32 in. (54.61 x 81.28 cm.),1933-2008,1965,"Norton Simon Museum, Anonymous Gift, 1967","Cancellation,",American,Bruce Conner,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.074
P.1965.010.43,sheet: 19 x 13-3/4 in. (48.3 x 34.9 cm),1919-1996,1964,"Norton Simon Museum, Anonymous Gift, 1965","Blue Pussy Cat,",American,William Nelson Copley,http://images.nortonsimon.org/viewer/index.php?id=P.1965.010.43
M.2002.01.P,17-3/4 x 24-1/16 in. (45.1 x 61.2 cm),1796-1875,c. 1872,"Norton Simon Art Foundation, Gift of Jennifer Jones Simon","Thatched Cottage in Normandy,",French,Jean-Baptiste Camille Corot,http://images.nortonsimon.org/viewer/index.php?id=M.2002.01.P
F.1971.1.2.P,21-1/4 x 32 in. (54 x 81.3 cm),1796-1875,1839,"The Norton Simon Foundation, Gift of Donald Ellis Simon","Site in Italy,",French,Jean-Baptiste Camille Corot,http://images.nortonsimon.org/viewer/index.php?id=F.1971.1.2.P
F.1971.1.2.P,21-1/4 x 32 in. (54 x 81.3 cm),1796-1875,1839,"The Norton Simon Foundation, Gift of Donald Ellis Simon","Site in Italy,",French,Jean-Baptiste Camille Corot,http://images.nortonsimon.org/viewer/index.php?id=F.1971.1.2.P
F.1972.21.P,19-3/4 x 29-1/4 in. (50.2 x 74.3 cm),1796-1875,1838-1839,The Norton Simon Foundation,"Rebecca at the Well,",French,Jean-Baptiste Camille Corot,http://images.nortonsimon.org/viewer/index.php?id=F.1972.21.P
M.2010.1.88.P,10 x 13 in. (25.3 x 33 cm),1796-1875,c. 1823-1824,"Norton Simon Art Foundation, from the Estate of Jennifer Jones Simon","Farm Building at Bois-Guillaume, near Rouen,",French,Jean-Baptiste Camille Corot,http://images.nortonsimon.org/viewer/index.php?id=M.2010.1.88.P
P.1966.07.157,Sheet: 18 x 15 in. (45.72 x 38.1 cm.); Image 12 1/2 x 10 3/8 in. (31.72 x 26.35 cm.),1942-1991,1965,"Norton Simon Museum, Anonymous Gift, 1966","Blossom Cameo,",American,Steven Cortright,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.157
P.1966.07.156,Sheet: 18 x 15 in. (45.72 x 38.1 cm.); Image: 12 x 9 1/2 in. (30.48 x 24.13 cm.),1942-1991,1965,"Norton Simon Museum, Anonymous Gift, 1966","Blossom,",American,Steven Cortright,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.156
M.1977.02.19.S,11-1/8 x 9-1/16 x 6-5/8 in. (28.3 x 23.0 x 16.8 cm),1834-1917,c.1885,Norton Simon Art Foundation,"Dancer with Tambourine,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.19.S
P.1969.092.302,Paper: 22 x 15 in (55.9 x 38.1 cm),1932-,1967,"Norton Simon Museum, Anonymous Gift, 1969","Fourteen Stations of the Cross,",American,Robert Cremean,http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.302
M.1977.02.26.S,12-1/4 x 6-1/4 x 4 in. (31.1 x 10.2 cm),1834-1917,1885-90,Norton Simon Art Foundation,"Dancer Rubbing Her Knee,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.26.S
M.1977.02.35.S,22-1/2 x 12-3/4 x 8-5/8 in. (57.2 x 32.4 x 22.0 cm),1834-1917,c. 1885,Norton Simon Art Foundation,"Dancer Ready to Dance, the Right Foot Forward,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.35.S
M.1977.02.13.S,18-5/8 x 13-3/8 x 5-1/2 in. (47.4 x 34.0 x 14.0 cm),1834-1917,1896-1911,Norton Simon Art Foundation,"Dancer Putting on Her Stocking,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.13.S
M.1977.02.12.S,17 x 12-11/16 x 4-15/16 in. (43.2 x 32.2 x 12.5 cm),1834-1917,1896-1911,Norton Simon Art Foundation,"Dancer Putting on Her Stocking,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.12.S
M.1977.02.43.S,4-1/16 x 7-1/2 x 2-3/8 in. (10.3 x 19 x 6 cm),1834-1917,1881-90,Norton Simon Art Foundation,"Draught Horse,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.43.S
M.1977.02.11.S,18-3/4 x 9 x 8-1/2 in. (22.2 x 22.9 cm),1834-1917,1896-1911,Norton Simon Art Foundation,"Dancer Putting on Her Stocking,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.11.S
M.1979.24.P,25-5/8 x 21-3/8 in. (65.1 x 54.3 cm),1819-1877,1863,Norton Simon Art Foundation,"Vase of Lilacs, Roses, and Tulips,",French,Gustave Courbet,http://images.nortonsimon.org/viewer/index.php?id=M.1979.24.P
M.1989.2.P,23-5/8 x 28-3/4 in. (60 x 73 cm),1819-1877,c. 1849,Norton Simon Art Foundation,"Peasant Girl with a Scarf,",French,Gustave Courbet,http://images.nortonsimon.org/viewer/index.php?id=M.1989.2.P
M.1976.13.P,39-3/8 x 59-1/4 in. (100 x 150.5 cm),1819-1877,c. 1867-1868,"Norton Simon Art Foundation, Gift of Mr. Norton Simon","Stream of the Puits-Noir at Ornans,",French,Gustave Courbet,http://images.nortonsimon.org/viewer/index.php?id=M.1976.13.P
F.1970.12.P,19-3/4 x 24 in. (50.2 x 61cm),1819-1877,c. 1865 -1866,The Norton Simon Foundation,"Marine,",French,Gustave Courbet,http://images.nortonsimon.org/viewer/index.php?id=F.1970.12.P
F.1972.18.1.P,25-1/2 x 21-1/4 in. (64.8 x 54 cm),1819-1877,1874,The Norton Simon Foundation,"Henri Rochefort,",French,Gustave Courbet,http://images.nortonsimon.org/viewer/index.php?id=F.1972.18.1.P
F.1969.06.2.P,25-3/4 x 32 in. (65.4 x 81.3 cm),1819-1877,1869,The Norton Simon Foundation,"Cliff at Étretat, the Porte d' Aval,",French,Gustave Courbet,http://images.nortonsimon.org/viewer/index.php?id=F.1969.06.2.P
M.1999.2.1.P,23-1/2 x 28-3/4 in. (59.7 x 73 cm),1819-1877,1871-1872,Norton Simon Art Foundation,"Apples, Pears, and Primroses on a Table,",French,Gustave Courbet,http://images.nortonsimon.org/viewer/index.php?id=M.1999.2.1.P
M.1971.1.P,75 x 27-1/2 in. (190.5 x 69.9 cm),1472-1553,c. 1530,Norton Simon Art Foundation,"Adam,",German,Lucas Cranach the Elder,http://images.nortonsimon.org/viewer/index.php?id=M.1971.1.P
